충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
상현마을쌍용아파트A단지입주자대표회의-1,상현마을쌍용아파트A단지입주자대표회의-1,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 상현로 27,경기도 용인시 수지구 상현동 824번지 광교쌍용포레듀엔,파워큐브,1833-8017,37.30283658,127.0763024,2022-10-12
상현마을쌍용아파트A단지입주자대표회의-2,상현마을쌍용아파트A단지입주자대표회의-2,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 상현로 27,경기도 용인시 수지구 상현동 824번지 광교쌍용포레듀엔,파워큐브,1833-8017,37.30283658,127.0763024,2022-10-12
상현마을쌍용아파트A단지입주자대표회의-4,상현마을쌍용아파트A단지입주자대표회의-4,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 상현로 27,경기도 용인시 수지구 상현동 824번지 광교쌍용포레듀엔,파워큐브,1833-8017,37.30283658,127.0763024,2022-10-12
가현마을신안아파트,가현마을신안아파트,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 기흥구 구갈동 관곡로 53,경기도 용인시 기흥구 구갈동 344번지 가현마을신안아파트,한국전력,1899-2100,37.28357104,127.1123064,2022-10-12
경남아너스빌,경남아너스빌,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 흥덕4로30번길 11,경기도 용인시 기흥구 영덕동 1117,한국전력,1899-2100,37.27630805,127.0915323,2022-10-12
광교경남아너스빌,광교경남아너스빌,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 수지구 상현동 광교마을로 2,경기도 용인시 수지구 상현동 1115번지 광교경남아너스빌,한국전력,1899-2100,37.29748677,127.0675656,2022-10-12
광교마을 45단지 아파트,광교마을 45단지 아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 상현동 광교마을로 11,경기도 용인시 수지구 상현동 1113번지 광교마을45단지,한국전력,1899-2100,37.29808471,127.0634777,2022-10-12
광교마을46단지 광교스타클래스,광교마을46단지 광교스타클래스,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 상현동 법조로 252,경기도 용인시 수지구 상현동 1108번지 광교마을46단지광교스타클래스,한국전력,1899-2100,37.30117554,127.0756122,2022-10-12
교동마을쌍용,교동마을쌍용,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 마북동 마북로154번길 23,경기도 용인시 기흥구 마북동 621번지 교동마을쌍용아파트,한국전력,1899-2100,37.3026389,127.1273965,2022-10-12
구성역 효성해링턴플레이스,구성역 효성해링턴플레이스,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 마북동 구성로53번길 20지하,경기도 용인시 기흥구 마북동 651번지 효성해링턴플레이스 지하,한국전력,1899-2100,37.29713162,127.1161859,2022-10-12
금화마을대우현대아파트,금화마을대우현대아파트,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 기흥구 상갈동 금화로82번길 14,경기도 용인시 기흥구 상갈동 461번지 금화마을대우현대1단지아파트,한국전력,1899-2100,37.26470004,127.1108468,2022-10-12
금화마을주공4단지,금화마을주공4단지,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 기흥구 상갈동 금화로58번길 10,경기도 용인시 기흥구 상갈동 463번지 금화마을주공4단지아파트,한국전력,1899-2100,37.26277145,127.1109695,2022-10-12
기흥구청,기흥구청,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 기흥구 관곡로 95,경기도 용인시 기흥구 구갈동 355번지,한국전력,1899-2100,37.28045102,127.1147026,2022-10-12
꽃메마을한라신영프로방스아파트,꽃메마을한라신영프로방스아파트,경기도,-,0:00,24:00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 용인시 수지구 죽전동 죽전로27번길 14-30,경기도 용인시 수지구 죽전동 1302번지 꽃메마을한라신영프로방스,한국전력,1899-2100,37.32127176,127.1136929,2022-10-12
남사 현대리바트,남사 현대리바트,경기도,-,9:00,18:00,N,Y,DC콤보,0,2,N,경기도 용인시 처인구 남사읍 경기동로 316,경기도 용인시 처인구 남사읍 북리 54-10번지 (주)리바트,한국전력,1899-2100,37.1411376,127.1584001,2022-10-12
대주피오레1단지,대주피오레1단지,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 공세동 탑실로 15,경기도 용인시 기흥구 공세동 694번지 탑실마을대주피오레1단지,한국전력,1899-2100,37.24124721,127.1085884,2022-10-12
신갈푸르지오아파트,신갈푸르지오아파트,경기도,-,8:00,22:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 기흥로116번길 77,경기도 용인시 기흥구 신갈동 691번지 신갈푸르지오아파트 산양마을푸르지오,지에스커넥트,1544-4279,37.2903849,127.1176417,2022-10-12
용인백현마을 경남아너스빌,용인백현마을 경남아너스빌,경기도,-,8:00,20:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 동백8로131번길 5,경기도 용인시 기흥구 동백동 583번지 백현경남아너스빌,지에스커넥트,1544-4279,37.28280331,127.1649467,2022-10-12
용인성복아이파크아파트,용인성복아이파크아파트,경기도,-,8:00,20:00,Y,N,AC완속,10,0,N,경기도 용인시 수지구 성복1로 222용인성복아이파크아파트(780 용인성복아이파크),경기도 용인시 수지구 성복동 780번지 용인성복아이파크아파트,지에스커넥트,1544-4279,37.32269677,127.0621615,2022-10-12
용인시 농촌테마파크,용인시 농촌테마파크,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 원삼면 농촌파크로 80-1,경기도 용인시 처인구 원삼면 사암리 871-3번지 농촌테마파크 용인시,지에스커넥트,1544-4279,37.17101369,127.2971197,2022-10-12
용인시 백암면사무소,용인시 백암면사무소,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 백암면 백암로 189,경기도 용인시 처인구 백암면 백암리 495-3번지 백암면사무소 용인시,지에스커넥트,1544-4279,37.16339668,127.3753736,2022-10-12
용인시 용인시기후변화체험교육센터,용인시 용인시기후변화체험교육센터,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 동부로162번길 14,경기도 용인시 처인구 남동 282번지 282호,지에스커넥트,1544-4279,37.22210956,127.2233328,2022-10-12
용인시 용인자연휴양림,용인시 용인자연휴양림,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 모현읍 초부로 220,경기도 용인시 처인구 모현읍 초부리 산22번지 지상1층주차장,지에스커넥트,1544-4279,37.31577253,127.2688892,2022-10-12
용인시 용인중앙시장제1공영주차장,용인시 용인중앙시장제1공영주차장,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 용인시 처인구 금령로71번길 12-19,경기도 용인시 처인구 김량장동 254-196번지 지상1층주차장,지에스커넥트,1544-4279,37.23641493,127.2047011,2022-10-12
용인시 처인구청부설주차장,용인시 처인구청부설주차장,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 용인시 처인구 금령로 50,경기도 용인시 처인구 김량장동 286번지 처인구청,지에스커넥트,1544-4279,37.2343602,127.2012932,2022-10-12
용인시청 기흥도서관,용인시청 기흥도서관,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 기흥로116번길 10,경기도 용인시 기흥구 신갈동 산14번지 용인시청 기흥도서관(산14 기흥도서관),지에스커넥트,1544-4279,37.2861891,127.1135339,2022-10-12
용인시청 동백동주민센터,용인시청 동백동주민센터,경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 동백중앙로 214,경기도 용인시 기흥구 중동 866-1번지 용인시청 동백동주민센터(866-1 동백2동행정복지센터),지에스커넥트,1544-4279,37.27252506,127.1516488,2022-10-12
용인시청 신봉동주민센터,용인시청 신봉동주민센터,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 수지로 215,경기도 용인시 수지구 신봉동 898번지 용인시청 신봉동주민센터(898 신봉동행정복지센터),지에스커넥트,1544-4279,37.32066505,127.0836402,2022-10-12
경기 용인시 처인구 모현읍 왕림로 68-20 (저압수용가),경기 용인시 처인구 모현읍 왕림로 68-20 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 모현읍 왕림로 68-20,경기도 용인시 처인구 모현읍 동림리 107-5번지 경기 용인시 처인구 모현읍 왕림로 68-20,스타코프,02-1833-4903,37.34378591,127.1825593,2022-10-12
경기 용인시 처인구 백옥대로884번길 45-10 (저압수용가),경기 용인시 처인구 백옥대로884번길 45-10 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 백옥대로884번길 45-10,경기도 용인시 처인구 남동 336-47번지 경기 용인시 처인구 백옥대로884번길 45-10,스타코프,02-1833-4903,37.21630385,127.2117224,2022-10-12
경기 용인시 처인구 신기로 110-13 (저압수용가),경기 용인시 처인구 신기로 110-13 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 신기로 110-13,경기도 용인시 처인구 남동 480-35번지 경기 용인시 처인구 신기로 110-13,스타코프,02-1833-4903,37.21400396,127.2003027,2022-10-12
경기 용인시 처인구 양지면 용곡로 6-10 (저압수용가),경기 용인시 처인구 양지면 용곡로 6-10 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 양지면 용곡로 6-10,경기도 용인시 처인구 양지면 남곡리 117-17번지 경기 용인시 처인구 양지면 용곡로 6-10,스타코프,02-1833-4903,37.22677628,127.2926643,2022-10-12
경기 용인시 처인구 원삼면 두창호수로190번길 28 (저압수용가),경기 용인시 처인구 원삼면 두창호수로190번길 28 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 원삼면 두창호수로190번길 28,경기도 용인시 처인구 원삼면 두창리 1792번지,스타코프,02-1833-4903,37.14132205,127.3389054,2022-10-12
경기 용인시 처인구 이동읍 원천로 11-28 (저압수용가),경기 용인시 처인구 이동읍 원천로 11-28 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 이동읍 원천로 11-28,경기도 용인시 처인구 이동읍 천리 285-106번지 경기 용인시 처인구 이동읍 원천로 11-28,스타코프,02-1833-4903,37.1938086,127.2096333,2022-10-12
경기 용인시 처인구 포곡읍 금어로230번길 9 (저압수용가),경기 용인시 처인구 포곡읍 금어로230번길 9 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 포곡읍 금어로230번길 9,경기도 용인시 처인구 포곡읍 금어리 462-20번지,스타코프,02-1833-4903,37.26932697,127.240101,2022-10-12
경기도 용인시 기흥구 동백중앙로54번길 6-37,경기도 용인시 기흥구 동백중앙로54번길 6-37,경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 동백중앙로54번길 6-37,경기도 용인시 기흥구 중동 1017-35번지,스타코프,02-1833-4903,37.26150732,127.1631915,2022-10-12
경기도 용인시 처인구 동부로 19 (저압수용가),경기도 용인시 처인구 동부로 19 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 동부로 19,경기도 용인시 처인구 마평동 604-5번지,스타코프,02-1833-4903,37.23142614,127.2140773,2022-10-12
경기도 용인시 처인구 이동읍 원천로 17번길 4 (저압수용가),경기도 용인시 처인구 이동읍 원천로 17번길 4 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 이동읍 원천로17번길 4,경기도 용인시 처인구 이동읍 천리 283번지,스타코프,02-1833-4903,37.19325579,127.2084298,2022-10-12
구성자이3차아파트,구성자이3차아파트,경기도,-,9:00,18:00,Y,N,AC완속,8,0,N,경기도 용인시 기흥구 구교동로118번길 7,경기도 용인시 기흥구 마북동 638번지 교동마을구성자이3차,스타코프,02-1833-4903,37.30197194,127.1189258,2022-10-12
기아 강남대대리점,기아 강남대대리점,경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 용구대로 1965,경기도 용인시 기흥구 상갈동 220-21번지 기아 강남대대리점,스타코프,02-1833-4903,37.26362434,127.1044916,2022-10-12
도담마을우미이노스빌1차,도담마을우미이노스빌1차,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 수지구 죽전동 푸른솔로 88,경기도 용인시 수지구 죽전동 1261번지 도담마을우미이노스빌,한국전력,1899-2100,37.3253946,127.1203426,2022-10-12
도담마을푸르지오,도담마을푸르지오,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 죽전동 푸른솔로 41,경기도 용인시 수지구 죽전동 1275번지 도담마을푸르지오,한국전력,1899-2100,37.32421505,127.1151565,2022-10-12
동문3차아파트,동문3차아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 동천로 93,경기도 용인시 수지구 동천동 858,한국전력,1899-2100,37.33860304,127.0941304,2022-10-12
동백금호어울림타운하우스A,동백금호어울림타운하우스A,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 중동 동백4로 53,경기도 용인시 기흥구 중동 863번지 성산마을어울림타운하우스,한국전력,1899-2100,37.27283819,127.1570164,2022-10-12
동백하우스토리,동백하우스토리,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 중동 동백5로 62,경기도 용인시 기흥구 중동 869번지 성산마을남광하우스토리,한국전력,1899-2100,37.27492882,127.1568039,2022-10-12
동부동주민센터,동부동주민센터,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 중부대로 1574,경기도 용인시 처인구 마평동 533-8번지,한국전력,1899-2100,37.23276341,127.2191791,2022-10-12
동부센트레빌5차,동부센트레빌5차,경기도,-,0:00,24:00:00,Y,Y,DC차데모+AC3상+DC콤보,2,1,N,경기도 용인시 수지구 신봉동 신봉1로 214,경기도 용인시 수지구 신봉동 949번지 신봉마을동부센트레빌5단지,한국전력,1899-2100,37.3305411,127.067681,2022-10-12
동일하이빌2차아파트,동일하이빌2차아파트,경기도,-,0:00,24:00:00,Y,Y,DC차데모+AC3상+DC콤보,3,1,N,경기도 용인시 기흥구 언남동 언남로 15,경기도 용인시 기흥구 언남동 496번지 하마비마을동일하이빌2차아파트,한국전력,1899-2100,37.2941088,127.1264683,2022-10-12
동천마을 현대2차홈타운,동천마을 현대2차홈타운,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 수지구 동천동 동천로63번길 10,경기도 용인시 수지구 동천동 862번지 동천마을현대2차홈타운,한국전력,1899-2100,37.33846631,127.0963212,2022-10-12
래미안이스트팰리스3단지 아파트,래미안이스트팰리스3단지 아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 동천동 동천로135번길 21,경기도 용인시 수지구 동천동 932번지 한빛마을래미안이스트팰리스3단지,한국전력,1899-2100,37.33465432,127.0887218,2022-10-12
마평라이프아파트,마평라이프아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 동부로 7,경기도 용인시 처인구 마평동 605-1,한국전력,1899-2100,37.23202108,127.2140863,2022-10-12
