충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
허브정육식당,경기도 안성시 공도읍 서동대로 4036허브정육식당(승두리 598-32),경기도,-,1:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 서동대로 4036,경기도 안성시 공도읍 승두리 598-32번지 허브정육식당,한국EV충전서비스센터,1600-2213,36.99753,127.1544,2022-10-20
농협미래농업지원센터,경기도 안성시 공도읍 대신두길 13,경기도,-,4:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,Y,경기도 안성시 공도읍 대신두길 13,경기도 안성시 공도읍 신두리 336-1번지 농협미래농업지원센터,한국전기차충전서비스,1522-1782,36.99696,127.1938,2022-10-20
안성베네스트GC,경기도 안성시 금광면 삼흥로 660외부주차장,경기도,-,8:00,23:59,Y,N,AC완속,4,0,Y,경기도 안성시 금광면 삼흥로 660,경기도 안성시 금광면 삼흥리 산1번지 외부주차장,한국전기차충전서비스,1522-1782,37.02658,127.3794,2022-10-20
한경대학교,경기도 안성시 중앙로 327나래관 주차장,경기도,-,12:00,23:59,Y,N,AC완속,2,0,Y,경기도 안성시 중앙로 327,경기도 안성시 석정동 63-1번지 한경대학교 나래관 주차장,한국전기차충전서비스,1522-1782,37.01208,127.2638,2022-10-20
경기도의료원 안성병원,경기도 안성시 남파로 95,경기도,-,21:00,23:59,N,Y,DC콤보,0,2,Y,경기도 안성시 남파로 95,경기도 안성시 당왕동 585번지 경기도의료원 안성병원,환경부(한국자동차환경협회),1661-9408,37.01714,127.2602,2022-10-20
롯데마트 안성점 야외주차장,경기도 안성시 공도읍 서동대로 4478？,경기도,-,0:00,23:00,N,Y,DC콤보,0,4,Y,경기도 안성시 공도읍 서동대로 4478,경기도 안성시 공도읍 양기리 306번지 롯데마트,환경부(한국자동차환경협회),1661-9408,37.00767,127.1995,2022-10-20
경기 안성시 공도읍 공도2로 7-17 (저압수용가),경기도 안성시 공도읍 공도2로 7-17경기 안성시 공도읍 공도2로 7-17 (저압수용가)(만정리 804-5),경기도,-,6:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 공도2로 7-17,경기도 안성시 공도읍 만정리 804-5번지 (저압수용가),스타코프,1833-4903,37.00144,127.1697,2022-10-20
경기 안성시 금산길 40 (저압수용가),경기도 안성시 금산길 40경기 안성시 금산길 40 (저압수용가)(금산동 38-14),경기도,-,7:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 금산길 40,경기도 안성시 금산동 38-14번지,스타코프,1833-4903,37.01275,127.2712,2022-10-20
골든캐슬타워,경기도 안성시 장기로 37골든캐슬타워(7 골든캐슬타워),경기도,-,8:00,18:00,Y,N,AC완속,3,0,Y,경기도 안성시 장기로 37골든캐슬타워(7 골든캐슬타워),경기도 안성시 인지동 7번지 골든캐슬타워,스타코프,1833-4903,37.00602,127.268,2022-10-20
기아 비룡대리점,경기도 안성시 대덕면 중앙로 95기아 비룡대리점(건지리 309-1),경기도,-,9:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 대덕면 중앙로 95,경기도 안성시 대덕면 건지리 309-1번지 기아 비룡대리점,스타코프,1833-4903,37.01281,127.2398,2022-10-20
기아 안성지점,경기도 안성시 안성맞춤대로 1182기아 안성지점(당왕동 158-9),경기도,-,10:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 안성맞춤대로 1182,경기도 안성시 당왕동 158-9번지 기아 안성지점,스타코프,1833-4903,37.01826,127.2678,2022-10-20
안성우체국,경기도 안성시 아양로 12안성우체국(석정동 266-11),경기도,-,11:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 아양로 12,경기도 안성시 석정동 266-11번지 안성우체국,스타코프,1833-4903,37.00868,127.2628,2022-10-20
AJ셀카 주식회사 안성경매장,경기도 안성시 공도읍 문터길 60(마정리 596),경기도,-,13:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 문터길 60,경기도 안성시 공도읍 마정리 596번지,에버온,1661-7766,37.01345,127.1975,2022-10-20
경기안성 건강보험공단,경기도 안성시 대학로 12(338 국민건강보험공단안성지사),경기도,-,14:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 대학로 12,경기도 안성시 석정동 338번지 국민건강보험공단안성지사,에버온,1661-7766,37.00963,127.2653,2022-10-20
경기안성 호텔젠,경기도 안성시 양성면 도라지길 26옥외,경기도,-,15:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 양성면 도라지길 26,경기도 안성시 양성면 동항리 589번지 옥외,에버온,1661-7766,37.06178,127.1851,2022-10-20
고삼면사무소,경기도 안성시 고삼면 고삼호수로 21(287-11 고삼면사무소),경기도,연중무휴,17:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 고삼면 고삼호수로 21,경기도 안성시 고삼면 가유리 287-11번지 고삼면사무소,에버온,1661-7766,37.08271,127.2633,2022-10-20
공도읍사무소,경기도 안성시 공도읍 공도4로 8(793-1 공도읍사무소),경기도,-,18:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 공도4로 8,경기도 안성시 공도읍 만정리 793-1번지 공도읍사무소,에버온,1661-7766,37.00109,127.1726,2022-10-20
금광면사무소,경기도 안성시 금광면 금광오산로 228(20-9 금광면사무소),경기도,연중무휴,19:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 금광면 금광오산로 228,경기도 안성시 금광면 내우리 20-9번지 금광면사무소,에버온,1661-7766,36.99711,127.3171,2022-10-20
보개면사무소,경기도 안성시 보개면 보개원삼로 220(42-1 보개면사무소),경기도,연중무휴,21:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 보개면 보개원삼로 220,경기도 안성시 보개면 불현리 42-1번지 보개면사무소,에버온,1661-7766,37.02299,127.2906,2022-10-20
삼죽면사무소,경기도 안성시 삼죽면 삼죽로 112(46-2 삼죽면사무소),경기도,연중무휴,22:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 삼죽면 삼죽로 112,경기도 안성시 삼죽면 내강리 46-2번지 삼죽면사무소,에버온,1661-7766,37.07287,127.3744,2022-10-20
아양택지지구 공영주차장,경기도 안성시 옥산동 596,경기도,-,4:00,23:59,N,Y,DC콤보,0,1,Y,경기도 안성시 옥산동 596,경기도 안성시 옥산동 596,환경부(한국자동차환경협회),1661-9408,37.00789,127.2576,2022-10-20
안성휴게소(서울방향),경기도 안성시 원곡면 산하리 421-4,경기도,연중무휴,14:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,6,N,경기도 안성시 원곡면 경부고속도로 372,경기도 안성시 원곡면 산하리 산67-3번지,환경부(한국자동차환경협회),1661-9408,37.07644,127.132,2022-10-20
GS수퍼마켓 안성점,경기도 안성시 영동410-16,경기도,-,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 안성시 중앙로 430,경기도 안성시 영동 410번지,대영채비,1522-2573,37.0061,127.2742,2022-10-20
유림종합건설,경기도 안성시 강변남로 84유림종합건설(현수동 218-5),경기도,-,3:00,18:00,Y,N,AC완속,2,0,Y,경기도 안성시 강변남로 84,경기도 안성시 현수동 218-5번지 유림종합건설,대영채비,1522-2573,37.00201,127.2766,2022-10-20
크리스찬 휴빌리지 102동,경기도 안성시 양성면 미리내성지로 274-31크리스찬 휴빌리지 102동(미산리 512-1),경기도,-,12:00,18:00,Y,N,AC완속,1,0,Y,경기도 안성시 양성면 미리내성지로 274-31크리스찬 휴빌리지 102동(미산리 512-1),경기도 안성시 양성면 미산리 512-1번지 크리스찬휴빌리지 102동,스타코프,1833-4903,37.12812,127.2646,2022-10-20
경기안성_폴리텍대학 반도체융합캠퍼스,경기도 안성시 공도읍 송원길 41-12지상주차장(한국폴리텍대학 안성캠퍼스),경기도,-,16:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 송원길 41-12,경기도 안성시 공도읍 만정리 349-6번지 한국폴리텍대학안성캠퍼스 지상주차장,에버온,1661-7766,37.00821,127.1763,2022-10-20
대덕면사무소,경기도 안성시 대덕면 중앙로 82(425-1 대덕면사무소),경기도,연중무휴,20:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 대덕면 중앙로 82,경기도 안성시 대덕면 건지리 425-1번지 대덕면사무소,에버온,1661-7766,37.01255,127.2379,2022-10-20
서운면사무소,경기도 안성시 서운면 서운중앙길 23(107-4 서운면사무소),경기도,연중무휴,23:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 서운면 서운중앙길 23,경기도 안성시 서운면 인리 107-4번지 서운면사무소,에버온,1661-7766,36.94304,127.2593,2022-10-20
안성1동주민센터,경기도 안성시 낙원길 95(410-1 안성1동주민센터),경기도,연중무휴,0:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 낙원길 95,경기도 안성시 영동 410-1번지 안성1동주민센터,에버온,1661-7766,37.00562,127.2742,2022-10-20
안성3동주민센터,경기도 안성시 고수2로 11(534-7 안성3동주민센터),경기도,연중무휴,1:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 고수2로 11,경기도 안성시 당왕동 534-7번지 안성3동주민센터,에버온,1661-7766,37.01419,127.2577,2022-10-20
안성시청,경기도 안성시 시청길 25,경기도,연중무휴,2:00,18:00,Y,N,AC완속,3,0,N,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3번지 안성시청,에버온,1661-7766,37.0078,127.2799,2022-10-20
양성면사무소,경기도 안성시 양성면 읍내길 21(324 양성면사무소),경기도,연중무휴,3:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 양성면 읍내길 21,경기도 안성시 양성면 동항리 324번지 양성면사무소,에버온,1661-7766,37.05986,127.1946,2022-10-20
원곡면사무소,경기도 안성시 원곡면 가천중앙1길 46(273-1 원곡면사무소),경기도,연중무휴,4:00,18:00,Y,N,AC완속,1,0,N,경기도 안성시 원곡면 가천중앙1길 46,경기도 안성시 원곡면 외가천리 273-1번지 원곡면사무소,에버온,1661-7766,37.03977,127.1295,2022-10-20
고삼면사무소,경기도 안성시 고삼면 고삼호수로 21,경기도,연중무휴,5:00,23:59,N,Y,DC차데모+DC콤보,0,1,N,경기도 안성시 고삼면 고삼호수로 21,경기도 안성시 고삼면 가유리 287-11번지,에스트래픽,031-601-3500,37.08271,127.2633,2022-10-20
기아오토큐 안성IC점,경기도 안성시 공도읍 공도로 17,경기도,-,6:00,23:59,N,Y,DC차데모+DC콤보,0,1,Y,경기도 안성시 공도읍 공도로 17,경기도 안성시 공도읍 용두리 275-120번지,에스트래픽,031-601-3500,36.99845,127.1634,2022-10-20
기아오토큐 안성서비스,경기도 안성시 중앙로215(안성시 신건지동),경기도,-,7:00,23:59,N,Y,DC차데모+DC콤보,0,1,Y,경기도 안성시 중앙로 215,경기도 안성시 신건지동 7번지 안성시 신건지동,에스트래픽,031-601-3500,37.01367,127.2527,2022-10-20
스타필드안성,경기도 안성시 공도읍 서동대로 3930-39,경기도,-,8:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,14,4,Y,경기도 안성시 공도읍 서동대로 3930-39,경기도 안성시 공도읍 진사리 354번지,에스트래픽,031-601-3500,37.99397,127.1474,2022-10-20
안성3 1운동기념관,경기도 안성시 원곡면 만세로 868,경기도,-,9:00,23:59,N,Y,DC차데모+DC콤보,0,1,Y,경기도 안성시 원곡면 만세로 868,경기도 안성시 원곡면 칠곡리 2-18번지,에스트래픽,031-601-3500,37.06204,127.1744,2022-10-20
안성경찰서,경기도 안성시 알미산로140(안성시 옥산동),경기도,-,10:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 안성시 알미산로 140,경기도 안성시 도기동 544-8번지 안성시 도기동,에스트래픽,031-601-3500,37.00024,127.2487,2022-10-20
안성시종합운동장,경기도 안성시 보개면 종합운동장로 162,경기도,연중무휴,11:00,23:59,N,Y,DC차데모+DC콤보,0,1,N,경기도 안성시 보개면 종합운동장로 162,경기도 안성시 보개면 양복리 210번지,에스트래픽,031-601-3500,37.01212,127.3283,2022-10-20
중앙대학교 안성캠퍼스,경기도 안성시 대덕면 중앙로2(대덕면 내리),경기도,-,12:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,2,Y,경기도 안성시 대덕면 중앙로2(대덕면 내리),경기도 안성시 대덕면 내리 741번지 가나안연립,에스트래픽,031-601-3500,37.01266,127.2286,2022-10-20
현대차 안성중앙대리점,경기도 안성시 진안로 1349(가현동 128-1),경기도,-,13:00,23:59,N,Y,DC콤보,0,2,Y,경기도 안성시 진안로 1349,경기도 안성시 가현동 128-1번지,에스트래픽,031-601-3500,37.00383,127.2875,2022-10-20
안성축협(급),경기도 안성시 안성맞춤대로 833(85-3 안성축산업협동조합),경기도,-,14:00,23:59,Y,Y,DC차데모+DC콤보,1,2,Y,경기도 안성시 안성맞춤대로 833,경기도 안성시 계동 85-3번지 안성축산업협동조합,이지차저,1544-3332,36.98868,127.2678,2022-10-20
(주)비봉자동차공업사,경기도 안성시 죽산면 삼죽로 288야외주차장,경기도,-,15:00,23:59,Y,N,AC완속,2,0,Y,경기도 안성시 죽산면 삼죽로 288,경기도 안성시 죽산면 장능리 582-10번지 야외주차장,이카플러그,1833-4577,37.07361,127.3921,2022-10-20
안성 모텔갤러리,경기도 안성시 공도읍 상마정길 2구내주차장,경기도,-,16:00,23:59,Y,N,AC완속,2,0,Y,경기도 안성시 공도읍 상마정길 2,경기도 안성시 공도읍 마정리 112-2,이카플러그,1833-4577,37.01809,127.2024,2022-10-20
안성 보개농협협동조합경제부,경기도 안성시 보개원삼로 110구내주차장,경기도,-,17:00,23:59,Y,N,AC완속,2,0,Y,경기도 안성시 보개원삼로 110,경기도 안성시 가사동 74-5번지 구내주차장,이카플러그,1833-4577,37.01325,127.2871,2022-10-20
안성 서안성농업협동조합,경기도 안성시 공도읍 덕봉서원로 68옥상주차장,경기도,-,18:00,23:59,Y,N,AC완속,5,0,Y,경기도 안성시 공도읍 덕봉서원로 68,경기도 안성시 공도읍 만정리 381번지 옥상주차장,이카플러그,1833-4577,37.00982,127.1721,2022-10-20
안성 장안면옥,경기도 안성시 중앙로371번길 54야외주차장,경기도,연중무휴,19:00,23:59,Y,N,AC완속,2,0,N,경기도 안성시 중앙로371번길 54,경기도 안성시 연지동 157-2번지 야외주차장,이카플러그,1833-4577,37.00798,127.2681,2022-10-20
에덴파크모텔,경기도 안성시 공도읍 전원길 62-5,경기도,-,21:00,23:59,Y,N,AC완속,2,0,Y,경기도 안성시 공도읍 전원길 62-5,경기도 안성시 공도읍 마정리 223-97번지,제주전기자동차서비스,1670-2690,37.01825,127.2098,2022-10-20
우리은행 안성연수원,경기도 안성시 공도읍 하마정길 45(112-6 우리은행안성연수원),경기도,-,22:00,23:59,Y,N,AC완속,1,0,Y,경기도 안성시 공도읍 하마정길 45,경기도 안성시 공도읍 마정리 112-6번지 우리은행안성연수원,제주전기자동차서비스,1670-2690,37.0176,127.2031,2022-10-20
영화아이닉스아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 만안로 368,경기도 안양시 만안구 안양동 817-15번지 영화아이닉스아파트,파워큐브,031-455-3459,37.411464,126.9141799,2022-05-11
한일유앤아이,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,3,0,N,경기도 안양시 만안구 박달로 403,경기도 안양시 만안구 박달동 607-1번지 한일유앤아이아파트,파워큐브,031-455-3459,37.40271059,126.8978085,2022-05-11
호계1차현대홈타운,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 동안구 경수대로733번길 23,경기도 안양시 동안구 호계동 914-40번지 호계1차현대홈타운,파워큐브,031-455-3459,37.38571795,126.9492063,2022-05-11
호계2차현대홈타운,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 동안구 경수대로 462,경기도 안양시 동안구 호계동 811번지 호계2차현대홈타운,파워큐브,031-455-3459,37.36580939,126.9595835,2022-05-11
호계동효성아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,12,0,N,경기도 안양시 동안구 시민대로110번길 43,경기도 안양시 동안구 호계동 912번지 호계동효성아파트,차지인,031-778-8014,37.38543991,126.9475704,2022-05-11
호계일신아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 경수대로707번길 52,경기도 안양시 동안구 호계동 920-4번지 일신아파트,차지인,031-778-8014,37.38411077,126.9486194,2022-05-11
호계한마음아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 경수대로797번길 5,경기도 안양시 동안구 호계동 895번지 한마음아파트,파워큐브,031-455-3459,37.3899556,126.9456055,2022-05-11
호계현대,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 포도원로 27번길 44,경기도 안양시 동안구 호계동 828-4번지 현대아파트,파워큐브,031-455-3459,37.36408209,126.9642824,2022-05-11
홈앤서비스,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 평촌대로 114,경기도 안양시 동안구 평촌동 922-6번지,스타코프,1833-4903,37.3827531,126.9610885,2022-05-11
홈플러스 평촌점,지하 주차장,경기도,-,0:00,24:00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 안양시 동안구 동안로 162,경기도 안양시 동안구 비산동 1109-3번지,한국전력,1899-2100,37.39326812,126.9504276,2022-05-11
흥화브라운빌아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 병목안로 220,경기도 안양시 만안구 안양동 1094-1번지 수리산흥화브라운빌,클린일렉스,1811-1350,37.38499534,126.9060607,2022-05-11
석수1동행정복지센터,지하 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 만안구 경수대로 1252,경기도 안양시 만안구 석수동 806번지,에버온,1661-7766,37.41963063,126.9106016,2022-05-11
기아오토큐 오토월드,지하 주차장,경기도,-,0:00,24:00:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 안양시 만안구 만안로 72,경기도 안양시 만안구 안양동 535-20번지,에스트래픽,031-601-3500,37.38973489,126.9332711,2022-05-11
꿈마을우성아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 평촌동 부림로 34,경기도 안양시 동안구 평촌동 933번지 꿈마을우성아파트,한국전력,1899-2100,37.38691601,126.9707509,2022-05-11
대로주유소,지하 주차장,경기도,-,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 안양시 동안구 경수대로 599,경기도 안양시 동안구 호계동 943-15번지,GS칼텍스,1544-5151,37.37600413,126.9556927,2022-05-11
동편마을2단지,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 동편로 80,경기도 안양시 동안구 관양동 1657번지 동편마을2단지,에버온,1661-7766,37.4107034,126.9728097,2022-05-11
두원빌라 (저압수용가),지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 관양로 119,경기도 안양시 동안구 관양동 1448-28번지,스타코프,1833-4903,37.40224755,126.9605986,2022-05-11
비산한화꿈에그린아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,10,0,N,경기도 안양시 동안구 경수대로883번길 33,경기도 안양시 동안구 비산동 572번지 비산한화꿈에그린아파트,한국전기차충전서비스,1522-1782,37.39674737,126.9351163,2022-05-11
샘마을대우 한양아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 흥안대로223번길 47,"경기도 안양시 동안구 호계동 1121번지 샘마을대우,한양아파트",스타코프,1833-4903,37.37638804,126.9647596,2022-05-11
석수경남아너스빌,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 만안구 경수대로1219번길 8,경기도 안양시 만안구 석수동 168-4번지 석수경남아너스빌,파워큐브,031-455-3459,37.41740727,126.9112067,2022-05-11
석수아이파크,지하 주차장,경기도,-,0:00,24:00:00,Y,Y,AC3상+DC차데모+DC콤보,8,1,N,경기도 안양시 만안구 석수동 충훈로 51,경기도 안양시 만안구 석수동 794번지 석수아이파크,한국전력,1899-2100,37.40568949,126.9022252,2022-05-11
석수현대아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 만안구 안양로532번길 12,경기도 안양시 만안구 석수동 275-1번지 현대아파트,파워큐브,031-455-3459,37.41651836,126.9082867,2022-05-11
호계3동행정복지센터,지하 주차장,경기도,-,9:00,18:00,Y,N,-,1,0,N,경기도 안양시 동안구 경수대로 504,경기도 안양시 동안구 호계동 764-5번지,에버온,1661-7766,37.36762686,126.9588589,2022-05-11
관악 4환승주차장,지상 주차장,경기도,-,9:00,17:00,N,Y,DC콤보,0,1,Y,경기도 안양시 만안구 경수대로1273번길 46,경기도 안양시 만안구 석수동 110-21번지,지커넥트,1544-4279,37.418821,126.9091162,2022-05-11
관양1동 노외공영주차장,지상 주차장,경기도,-,9:00,18:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 안양시 동안구 관평로358번길 30,경기도 안양시 동안구 관양동 1407-12번지,제주전기자동차서비스,1670-2690,37.40643214,126.9610884,2022-05-11
안양1번가 노외주차장,지상 주차장,경기도,-,10:00,22:00,N,Y,DC콤보,0,2,Y,경기도 안양시 만안구 만안로 204,경기도 안양시 만안구 안양동 633-9번지,지커넥트,1544-4279,37.39916577,126.9244666,2022-05-11
병목안시민공원노외주차장,지상 주차장,경기도,-,10:00,18:00,N,Y,DC콤보,0,1,Y,경기도 안양시 만안구 병목안로 163-33,경기도 안양시 만안구 안양동 1040-7번지,한국자동차환경협회,1661-9408,37.38660435,126.9087704,2022-05-11
동안구 저압수용가,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 관악대로339번길 62,경기도 안양시 동안구 관양동 1418-7번지,스타코프,1833-4903,37.4059398,126.9618377,2022-05-11
무궁화효성한양아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,9,0,N,경기도 안양시 동안구 동안로 35,"경기도 안양시 동안구 호계동 1055번지 무궁화효성,한양아파트",에버온,1661-7766,37.38287269,126.9537567,2022-05-11
한신휴플러스케이타운,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,4,0,N,경기도 안양시 만안구 박달로507번길 57,경기도 안양시 만안구 박달동 34번지 한신휴플러스타운,에버온,1661-7766,37.4047781,126.9073961,2022-05-11
수리산현대홈타운1단지,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 창박로 30,경기도 안양시 만안구 안양동 1060번지 수리산현대홈타운,클린일렉스,1811-1350,37.38522591,126.9035173,2022-05-11
수리산현대홈타운2단지,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 창박로 17,경기도 안양시 만안구 안양동 1062-2번지 수리산현대홈타운,클린일렉스,1811-1350,37.38506342,126.9052582,2022-05-11
은하수 신성아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 달안로 40,경기도 안양시 동안구 비산동 1103-4번지 은하수신성아파트,차지인,031-778-8014,37.39340187,126.9481785,2022-05-11
신안메트로칸,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 평촌대로 239,경기도 안양시 동안구 비산동 1115번지,차지비,1600-4047,37.39261824,126.9541266,2022-05-11
명지이스페이스,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 만안구 덕천로 34,경기도 안양시 만안구 안양동 218번지,차지비,1600-4047,37.38408219,126.9368153,2022-05-11
삼성래미안아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 태평로 140,경기도 안양시 만안구 안양동 90-1번지,차지비,1600-4047,37.40100273,126.924091,2022-05-11
안양감리교회교육관,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 동안구 전파로 87,경기도 안양시 동안구 호계동 892-6번지,차지비,1600-4047,37.39011204,126.9424525,2022-05-11
이마트(평촌점),지하 주차장,경기도,-,0:00,24:00:00,Y,Y,DC콤보,2,2,Y,경기도 안양시 동안구 시민대로 300,경기도 안양시 동안구 관양동 1608번지,차지비,1600-4047,37.39490658,126.9637242,2022-05-11
제시카타워오피스텔,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,1,0,N,경기도 안양시 동안구 동편로20번길 28,경기도 안양시 동안구 관양동 1725-5번지,차지비,1600-4047,37.40537501,126.9725194,2022-05-11
토브키즈어린이집,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 화창로92번길 25,경기도 안양시 만안구 석수동 348-5번지,차지비,1600-4047,37.41243396,126.9044542,2022-05-11
평촌오비즈타워,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 벌말로 126,경기도 안양시 동안구 관양동 1802번지,차지비,1600-4047,37.3997225,126.9702993,2022-05-11
호계아크로리버,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 동안구 엘에스로 35,경기도 안양시 동안구 호계동 713번지 호계아크로리버,차지비,1600-4047,37.36667437,126.9555794,2022-05-11
안양지사,지하 주차장,경기도,-,0:00,24:00:00,Y,Y,AC3상+DC차데모+DC콤보,10,2,N,경기도 안양시 동안구 귀인로 59,경기도 안양시 동안구 호계동 921번지,한국전력,1899-2100,37.38366189,126.9470751,2022-05-11
한승미메이드,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,5,0,N,경기도 안양시 만안구 태평로60번길 16,경기도 안양시 만안구 안양동 155-2번지 한승미메이드아파트,에스트래픽,031-601-3500,37.39527019,126.9297045,2022-05-11
에이엠에이,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 경수대로1188번길 26,경기도 안양시 만안구 안양동 14-3번지,대영채비,1522-2573,37.41683383,126.9173588,2022-05-11
엘에스 일렉트릭,지하 주차장,경기도,-,0:00,24:00:00,Y,Y,DC콤보,2,4,N,경기도 안양시 동안구 엘에스로116번길 40,경기도 안양시 동안구 호계동 555-14번지,한국전기차인프라기술,1877-6546,37.37328503,126.9505057,2022-05-11
수리산성원상떼빌 1차,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,7,0,N,경기도 안양시 만안구 장내로 76,경기도 안양시 만안구 안양동 709-16번지 수리산성원상떼빌1차,에버온,1661-7766,37.39350507,126.9170875,2022-05-11
신안아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,2,0,N,경기도 안양시 만안구 박달로 422,경기도 안양시 만안구 박달동 152번지,에버온,1661-7766,37.40145769,126.899581,2022-05-11
율목주공아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,3,0,N,경기도 안양시 만안구 병목안로110번길 12,경기도 안양시 만안구 안양동 969-1번지 주공아파트,에버온,1661-7766,37.39373696,126.9093245,2022-05-11
인덕원삼성아파트,지하 주차장,경기도,-,0:00,24:00:00,Y,N,-,6,0,N,경기도 안양시 동안구 안양판교로 42,경기도 안양시 동안구 관양동 1510-1번지 인덕원마을삼성아파트,에버온,1661-7766,37.39955319,126.9788533,2022-05-11
